Order ID,Purchase Date,Product Name,Category,Product Price,Unit Sold,Total Sale,Payment Method
ORD54616,2021-11-13,Samsung Galaxy S22,Mobile,8556.45,1,42782.25,Net Banking
ORD80247,2021-11-13,JBL Bluetooth Speaker,Accessories,6732.71,2,13465.42,Credit Card
ORD22754,2021-11-13,Realme GT Neo 3,Mobile,21404.38,4,85617.52,Cash
ORD23793,2021-11-13,Sandisk 64GB Pendrive,Accessories,3586.51,3,10759.53,Net Banking
ORD70331,2021-11-13,Microsoft Surface Laptop 4,Laptop,190220.39,2,380440.78,EMI
ORD53275,2021-11-13,Samsung Galaxy S22,Mobile,42434.17,3,127302.51,Net Banking
ORD85938,2021-11-13,Samsung Galaxy S22,Mobile,17321.78,1,86608.9,Net Banking
ORD52248,2021-11-13,Samsung Galaxy S22,Mobile,46579.49,2,93158.98,Net Banking
ORD84966,2021-11-14,LG Gram 16,Laptop,131525.65,1,131525.65,Cash
ORD24000,2021-11-14,Motorola Edge 30,Mobile,79695.17,4,318780.68,Cash
ORD82729,2021-11-14,iPhone 14,Mobile,67583.94,4,270335.76,Cash
ORD87203,2021-11-14,Samsung 1TB SSD,Accessories,4947.53,4,19790.12,Cash
ORD48355,2021-11-14,Samsung Galaxy S22,Mobile,88414.51,3,265243.53,UPI
ORD96599,2021-11-14,Realme GT Neo 3,Mobile,59790.93,1,59790.93,EMI
ORD54279,2021-11-14,TP-Link Router,Accessories,7391.64,4,29566.56,Net Banking
ORD50699,2021-11-14,Asus ROG Phone 6,Mobile,46264.71,2,92529.42,Credit Card
ORD06639,2021-11-15,Google Pixel 7,Mobile,43490.6,1,217453,Credit Card
ORD37203,2021-11-15,Samsung Galaxy S22,Mobile,14316.03,4,57264.12,Net Banking
ORD26348,2021-11-15,Asus ROG Phone 6,Mobile,50267.36,2,100534.72,Net Banking
ORD34312,2021-11-15,Xiaomi 12 Pro,Mobile,88008.99,3,264026.97,Credit Card
ORD08504,2021-11-15,Asus ZenBook 14,Laptop,187404.49,1,937022.45,UPI
ORD55164,2021-11-15,iPhone 14,Mobile,39132.23,3,117396.69,Net Banking
ORD44904,2021-11-16,Dell Inspiron 15,Laptop,130813.64,1,130813.64,Net Banking
ORD65119,2021-11-16,Samsung 1TB SSD,Accessories,1293.55,4,5174.2,Net Banking
ORD64519,2021-11-16,Realme GT Neo 3,Mobile,54494.47,2,108988.94,Net Banking
ORD10792,2021-11-16,boAt BassHeads 100,Accessories,5166.54,2,10333.08,Net Banking
ORD71566,2021-11-16,iPhone 14,Mobile,45880.05,4,183520.2,Cash
ORD40931,2021-11-16,Google Pixel 7,Mobile,47407,2,94814,Credit Card
ORD39814,2021-11-17,Xiaomi 12 Pro,Mobile,34949.51,1,174747.55,Net Banking
ORD01511,2021-11-17,iPhone 14,Mobile,30936.71,1,154683.55,Net Banking
ORD04718,2021-11-17,Realme GT Neo 3,Mobile,81982.3,1,81982.3,Net Banking
ORD87695,2021-11-17,Xiaomi 12 Pro,Mobile,28497.37,4,113989.48,Cash
ORD07605,2021-11-18,Nokia X20,Mobile,29429.77,4,117719.08,UPI
ORD86538,2021-11-18,MSI Modern 14,Laptop,62651.85,2,125303.7,EMI
ORD02189,2021-11-18,Google Pixel 7,Mobile,45464.58,2,90929.16,Credit Card
ORD51879,2021-11-18,Acer Aspire 5,Laptop,104739.01,1,523695.05,UPI
ORD62897,2021-11-18,LG Gram 16,Laptop,165257.75,1,165257.75,Net Banking
ORD64835,2021-11-18,Motorola Edge 30,Mobile,26996.92,1,26996.92,Net Banking
ORD65279,2021-11-18,boAt BassHeads 100,Accessories,5064.88,1,25324.4,UPI
ORD02371,2021-11-18,Google Pixel 7,Mobile,45446.6,2,90893.2,Cash
ORD09397,2021-11-18,OnePlus 11,Mobile,68377.72,1,68377.72,Net Banking
ORD74381,2021-11-18,MSI Modern 14,Laptop,109603.17,4,438412.68,Cash
ORD32795,2021-11-18,iPhone 14,Mobile,29248.2,3,87744.6,Net Banking
ORD48929,2021-11-19,Lenovo ThinkPad X1,Laptop,113223.52,1,566117.6,EMI
ORD62480,2021-11-19,Asus ROG Phone 6,Mobile,29747.65,1,148738.25,Cash
ORD36298,2021-11-19,Mi Power Bank 10000mAh,Accessories,5158.23,1,25791.15,Cash
ORD59512,2021-11-19,Logitech Mouse,Accessories,4552.19,3,13656.57,UPI
ORD75657,2021-11-19,boAt BassHeads 100,Accessories,2101.91,2,4203.82,Net Banking
ORD45467,2021-11-19,Motorola Edge 30,Mobile,26900.55,1,134502.75,UPI
ORD58414,2021-11-19,Razer Blade 15,Laptop,172638.58,1,172638.58,Cash
ORD77410,2021-11-20,Motorola Edge 30,Mobile,77224.11,3,231672.33,EMI
ORD99923,2021-11-20,Asus ROG Phone 6,Mobile,60017.46,1,60017.46,Cash
ORD07324,2021-11-21,OnePlus 11,Mobile,8962.44,4,35849.76,UPI
ORD20589,2021-11-21,Razer Blade 15,Laptop,136523.69,1,682618.45,UPI
ORD21981,2021-11-21,Realme GT Neo 3,Mobile,52622.17,1,52622.17,Cash
ORD19659,2021-11-21,Zebronics Webcam,Accessories,661.28,2,1322.56,Cash
ORD28428,2021-11-21,Google Pixel 7,Mobile,49124.18,3,147372.54,Net Banking
ORD96783,2021-11-22,Mi Power Bank 10000mAh,Accessories,4140.64,4,16562.56,EMI
ORD76669,2021-11-22,Acer Aspire 5,Laptop,197612.39,1,988061.95,Net Banking
ORD57232,2021-11-22,Vivo X80,Mobile,13381.2,2,26762.4,UPI
ORD77996,2021-11-22,HP Wired Keyboard,Accessories,7798.38,2,15596.76,Cash
ORD59503,2021-11-22,Realme GT Neo 3,Mobile,70631.23,4,282524.92,Cash
ORD53295,2021-11-22,MacBook Air M2,Laptop,115692.45,1,115692.45,UPI
ORD51841,2021-11-22,iPhone 14,Mobile,78497.96,3,235493.88,Credit Card
ORD69798,2021-11-22,Samsung Galaxy S22,Mobile,43331.3,3,129993.9,EMI
ORD14886,2021-11-22,TP-Link Router,Accessories,1685.53,1,1685.53,Credit Card
ORD17956,2021-11-23,Razer Blade 15,Laptop,48978.62,2,97957.24,Cash
ORD96968,2021-11-23,OnePlus 11,Mobile,26545.51,4,106182.04,Credit Card
ORD06635,2021-11-23,Dell Inspiron 15,Laptop,84164.74,2,168329.48,EMI
ORD14095,2021-11-23,JBL Bluetooth Speaker,Accessories,3342.4,2,6684.8,Net Banking
ORD33411,2021-11-23,JBL Bluetooth Speaker,Accessories,5918.93,3,17756.79,Cash
ORD53577,2021-11-24,Motorola Edge 30,Mobile,74628.68,4,298514.72,Cash
ORD36007,2021-11-24,Xiaomi 12 Pro,Mobile,79069.8,4,316279.2,Credit Card
ORD82346,2021-11-24,Samsung Galaxy S22,Mobile,41737.86,1,208689.3,Net Banking
ORD43291,2021-11-24,Xiaomi 12 Pro,Mobile,70537.49,2,141074.98,Credit Card
ORD69981,2021-11-24,Lenovo ThinkPad X1,Laptop,139830.8,1,139830.8,Net Banking
ORD79367,2021-11-24,Vivo X80,Mobile,22528.19,1,112640.95,EMI
ORD20790,2021-11-24,Asus ROG Phone 6,Mobile,9404.29,1,47021.45,UPI
ORD09740,2021-11-24,OnePlus 11,Mobile,10827.23,1,54136.15,Net Banking
ORD07233,2021-11-25,Nokia X20,Mobile,53533.88,3,160601.64,EMI
ORD37322,2021-11-25,Vivo X80,Mobile,14342.95,1,14342.95,EMI
ORD28467,2021-11-25,Motorola Edge 30,Mobile,10399.6,1,10399.6,Cash
ORD32094,2021-11-25,Nokia X20,Mobile,61110.9,2,122221.8,Net Banking
ORD62679,2021-11-26,Asus ROG Phone 6,Mobile,25188.81,1,25188.81,Cash
ORD27819,2021-11-26,iPhone 14,Mobile,43922.12,4,175688.48,Credit Card
ORD19621,2021-11-26,HP Pavilion x360,Laptop,110429.38,2,220858.76,UPI
ORD74927,2021-11-26,Vivo X80,Mobile,71896.21,1,359481.05,EMI
ORD05155,2021-11-26,Logitech Mouse,Accessories,1137.88,1,1137.88,Net Banking
ORD34032,2021-11-26,Xiaomi 12 Pro,Mobile,53033.03,1,53033.03,Cash
ORD54272,2021-11-26,Samsung Galaxy S22,Mobile,47509.84,2,95019.68,Credit Card
ORD74219,2021-11-26,Motorola Edge 30,Mobile,65327.02,2,130654.04,Cash
ORD67397,2021-11-26,Vivo X80,Mobile,54445.46,1,272227.3,Net Banking
ORD70067,2021-11-27,Samsung 1TB SSD,Accessories,5470.42,1,5470.42,Credit Card
ORD53057,2021-11-27,Google Pixel 7,Mobile,19347.33,2,38694.66,Credit Card
ORD92046,2021-11-27,Sandisk 64GB Pendrive,Accessories,4057.03,4,16228.12,Cash
ORD20533,2021-11-27,Nokia X20,Mobile,11443.24,3,34329.72,Credit Card
ORD02874,2021-11-27,Mi Power Bank 10000mAh,Accessories,5501.29,1,27506.45,Net Banking
ORD44402,2021-11-27,Xiaomi 12 Pro,Mobile,84643.76,1,84643.76,EMI
ORD01605,2021-11-27,Sony Headphones,Accessories,6912.14,4,27648.56,Credit Card
ORD70943,2021-11-28,Google Pixel 7,Mobile,55777.47,1,278887.35,Credit Card
ORD55975,2021-11-28,Asus ROG Phone 6,Mobile,68766.86,2,137533.72,UPI
ORD70496,2021-11-28,HP Wired Keyboard,Accessories,496.4,1,2482,EMI
ORD09563,2021-11-28,Dell Inspiron 15,Laptop,189878.75,4,759515,Net Banking
ORD10367,2021-11-28,Google Pixel 7,Mobile,42941.31,1,214706.55,Net Banking
ORD05994,2021-11-29,Sandisk 64GB Pendrive,Accessories,5045.14,1,5045.14,Net Banking
ORD48798,2021-11-29,Dell Inspiron 15,Laptop,65833.52,1,65833.52,UPI
ORD64669,2021-11-29,iPhone 14,Mobile,72687.7,2,145375.4,Net Banking
ORD98640,2021-11-29,OnePlus 11,Mobile,75227.67,2,150455.34,Credit Card
ORD20126,2021-11-29,Samsung Galaxy S22,Mobile,17776.32,1,17776.32,UPI
ORD22199,2021-11-29,Xiaomi 12 Pro,Mobile,55642.47,1,278212.35,Cash
ORD68280,2021-11-29,Motorola Edge 30,Mobile,32494.67,4,129978.68,Net Banking
ORD69219,2021-11-29,Realme GT Neo 3,Mobile,66851.32,1,66851.32,UPI
ORD77818,2021-11-30,Vivo X80,Mobile,73741.64,4,294966.56,Credit Card
ORD41402,2021-11-30,Realme GT Neo 3,Mobile,37050.18,4,148200.72,Net Banking
ORD32005,2021-11-30,Vivo X80,Mobile,81548.29,2,163096.58,Net Banking
ORD16330,2021-11-30,OnePlus 11,Mobile,9652.17,2,19304.34,Cash
ORD35765,2021-11-30,Google Pixel 7,Mobile,61170.46,2,122340.92,Net Banking
ORD78864,2021-12-01,Microsoft Surface Laptop 4,Laptop,193092.27,4,772369.08,UPI
ORD00277,2021-12-01,Samsung Galaxy S22,Mobile,68806.9,3,206420.7,Cash
ORD43958,2021-12-01,Motorola Edge 30,Mobile,40032.92,1,200164.6,UPI
ORD93348,2021-12-01,Samsung Galaxy S22,Mobile,69558.22,4,278232.88,Net Banking
ORD72003,2021-12-02,Xiaomi 12 Pro,Mobile,17021.43,2,34042.86,Cash
ORD38641,2021-12-02,Realme GT Neo 3,Mobile,55809.02,1,279045.1,UPI
ORD54366,2021-12-02,Nokia X20,Mobile,17176.45,1,85882.25,UPI
ORD82154,2021-12-02,Sony Headphones,Accessories,7735.86,2,15471.72,EMI
ORD61531,2021-12-02,Realme GT Neo 3,Mobile,76750.06,2,153500.12,Cash
ORD81774,2021-12-02,Zebronics Webcam,Accessories,2927.56,1,14637.8,EMI
ORD83506,2021-12-02,Samsung Galaxy S22,Mobile,85021.95,1,85021.95,Net Banking
ORD85782,2021-12-02,Motorola Edge 30,Mobile,44733.24,1,44733.24,Net Banking
ORD53340,2021-12-02,Xiaomi 12 Pro,Mobile,56868.37,4,227473.48,Credit Card
ORD15738,2021-12-02,Microsoft Surface Laptop 4,Laptop,183144.49,1,183144.49,Credit Card
ORD44841,2021-12-02,Google Pixel 7,Mobile,31696.02,1,31696.02,EMI
ORD00829,2021-12-03,Xiaomi 12 Pro,Mobile,37993.85,1,37993.85,Credit Card
ORD45160,2021-12-03,Nokia X20,Mobile,38718.94,3,116156.82,Credit Card
ORD20577,2021-12-03,Asus ROG Phone 6,Mobile,40234.53,1,201172.65,Credit Card
ORD40726,2021-12-03,Acer Aspire 5,Laptop,99220.92,3,297662.76,EMI
ORD47812,2021-12-03,Realme GT Neo 3,Mobile,24442.68,1,24442.68,Credit Card
ORD30361,2021-12-03,Razer Blade 15,Laptop,96100.53,1,96100.53,Net Banking
ORD06663,2021-12-03,Nokia X20,Mobile,13923.06,1,69615.3,EMI
ORD31824,2021-12-04,JBL Bluetooth Speaker,Accessories,7709.56,3,23128.68,Credit Card
ORD10010,2021-12-04,Xiaomi 12 Pro,Mobile,12273.26,4,49093.04,Net Banking
ORD65443,2021-12-04,iPhone 14,Mobile,88576.98,4,354307.92,Net Banking
ORD92514,2021-12-04,Realme GT Neo 3,Mobile,34069.38,4,136277.52,Cash
ORD14465,2021-12-04,Asus ZenBook 14,Laptop,81256.53,1,406282.65,Net Banking
ORD31765,2021-12-04,JBL Bluetooth Speaker,Accessories,2681.33,4,10725.32,Net Banking
ORD92714,2021-12-04,Vivo X80,Mobile,16178.07,2,32356.14,Cash
ORD99730,2021-12-04,Vivo X80,Mobile,53857.85,4,215431.4,Net Banking
ORD30190,2021-12-05,Razer Blade 15,Laptop,127090.19,1,635450.95,Credit Card
ORD60464,2021-12-05,Realme GT Neo 3,Mobile,57136.08,3,171408.24,UPI
ORD80388,2021-12-05,Razer Blade 15,Laptop,63350.89,3,190052.67,Credit Card
ORD70056,2021-12-05,HP Wired Keyboard,Accessories,396.96,1,396.96,Net Banking
ORD51485,2021-12-05,Xiaomi 12 Pro,Mobile,32696.4,1,163482,Net Banking
ORD60217,2021-12-05,iPhone 14,Mobile,76072.34,1,380361.7,EMI
ORD75846,2021-12-05,LG Gram 16,Laptop,67014.94,2,134029.88,UPI
ORD68847,2021-12-05,Nokia X20,Mobile,26378.83,1,26378.83,Net Banking
ORD41492,2021-12-06,Samsung Galaxy S22,Mobile,16547.52,2,33095.04,Cash
ORD93599,2021-12-06,Razer Blade 15,Laptop,128749.69,4,514998.76,EMI
ORD31597,2021-12-06,Asus ROG Phone 6,Mobile,11523.37,4,46093.48,UPI
ORD03923,2021-12-06,Asus ROG Phone 6,Mobile,65387.81,1,65387.81,Cash
ORD21133,2021-12-06,iPhone 14,Mobile,45483.04,1,227415.2,EMI
ORD52763,2021-12-06,Nokia X20,Mobile,70862.03,1,354310.15,Credit Card
ORD13067,2021-12-06,OnePlus 11,Mobile,74411.45,4,297645.8,Cash
ORD18263,2021-12-06,Nokia X20,Mobile,70029.81,1,70029.81,UPI
ORD10014,2021-12-06,Logitech Mouse,Accessories,998.12,1,4990.6,Net Banking
ORD93563,2021-12-07,Asus ROG Phone 6,Mobile,47806,3,143418,Credit Card
ORD73291,2021-12-07,Nokia X20,Mobile,78215.21,1,78215.21,UPI
ORD40546,2021-12-07,Google Pixel 7,Mobile,50783.9,4,203135.6,Net Banking
ORD14731,2021-12-08,Asus ROG Phone 6,Mobile,69106.53,1,345532.65,UPI
ORD79314,2021-12-08,iPhone 14,Mobile,9412.1,1,9412.1,Cash
ORD79839,2021-12-08,OnePlus 11,Mobile,49780.81,2,99561.62,Net Banking
ORD41694,2021-12-08,Google Pixel 7,Mobile,87406.88,1,437034.4,Net Banking
ORD91553,2021-12-08,Vivo X80,Mobile,75127.34,1,75127.34,Net Banking
ORD69745,2021-12-08,Vivo X80,Mobile,38976.48,3,116929.44,EMI
ORD33016,2021-12-09,Google Pixel 7,Mobile,87803.07,4,351212.28,Cash
ORD11019,2021-12-09,Asus ZenBook 14,Laptop,31324.73,4,125298.92,Cash
ORD08851,2021-12-09,Logitech Mouse,Accessories,4084.38,2,8168.76,Cash
ORD12747,2021-12-09,Dell Inspiron 15,Laptop,129443.31,4,517773.24,Net Banking
ORD62852,2021-12-09,Samsung Galaxy S22,Mobile,32128.36,3,96385.08,Net Banking
ORD58161,2021-12-09,Motorola Edge 30,Mobile,83532.84,3,250598.52,UPI
ORD93800,2021-12-10,Realme GT Neo 3,Mobile,17353.31,3,52059.93,UPI
ORD14445,2021-12-10,Acer Aspire 5,Laptop,184505.86,4,738023.44,Net Banking
ORD54782,2021-12-10,MacBook Air M2,Laptop,68056.43,3,204169.29,Net Banking
ORD29775,2021-12-10,Acer Aspire 5,Laptop,100787.02,1,503935.1,UPI
ORD83624,2021-12-11,Razer Blade 15,Laptop,38249.87,3,114749.61,Net Banking
ORD92281,2021-12-11,MacBook Air M2,Laptop,140283.18,1,140283.18,Net Banking
ORD99310,2021-12-11,Nokia X20,Mobile,26405.25,4,105621,Cash
ORD69776,2021-12-11,Xiaomi 12 Pro,Mobile,36503.78,1,182518.9,Credit Card
ORD76260,2021-12-11,Realme GT Neo 3,Mobile,34121.22,4,136484.88,Credit Card
ORD46701,2021-12-11,Dell Inspiron 15,Laptop,187241.63,3,561724.89,UPI
ORD05815,2021-12-11,OnePlus 11,Mobile,53257.34,3,159772.02,Net Banking
ORD41786,2021-12-11,Razer Blade 15,Laptop,132102.86,1,660514.3,UPI
ORD37209,2021-12-11,Realme GT Neo 3,Mobile,61801.08,3,185403.24,Net Banking
ORD39090,2021-12-12,Motorola Edge 30,Mobile,72363.14,2,144726.28,Credit Card
ORD32459,2021-12-12,Vivo X80,Mobile,77802.63,1,389013.15,Net Banking
ORD43187,2021-12-12,Xiaomi 12 Pro,Mobile,15715.19,3,47145.57,Net Banking
ORD04621,2021-12-12,Asus ROG Phone 6,Mobile,65914.64,3,197743.92,Credit Card
ORD36674,2021-12-12,Razer Blade 15,Laptop,108869.46,3,326608.38,Net Banking
ORD00134,2021-12-12,Samsung Galaxy S22,Mobile,69009.59,3,207028.77,EMI
ORD94375,2021-12-12,Asus ROG Phone 6,Mobile,68608.09,2,137216.18,UPI
ORD57271,2021-12-12,OnePlus 11,Mobile,50462.89,1,50462.89,EMI
ORD56948,2021-12-13,Samsung 1TB SSD,Accessories,5082.57,2,10165.14,EMI
ORD44062,2021-12-13,Sandisk 64GB Pendrive,Accessories,7879.15,1,7879.15,Net Banking
ORD37512,2021-12-13,HP Pavilion x360,Laptop,133420.83,2,266841.66,EMI
ORD13307,2021-12-13,Google Pixel 7,Mobile,25280.57,1,25280.57,Net Banking
ORD87906,2021-12-13,Asus ROG Phone 6,Mobile,72491.24,2,144982.48,Cash
ORD34879,2021-12-13,HP Wired Keyboard,Accessories,2394.33,3,7182.99,Net Banking
ORD24656,2021-12-13,Vivo X80,Mobile,46028.8,2,92057.6,UPI
ORD94811,2021-12-13,OnePlus 11,Mobile,12983.43,4,51933.72,Net Banking
ORD54816,2021-12-13,Zebronics Webcam,Accessories,1209.27,1,1209.27,UPI
ORD62292,2021-12-13,Vivo X80,Mobile,46841.24,2,93682.48,Credit Card
ORD47033,2021-12-14,OnePlus 11,Mobile,10147.44,4,40589.76,UPI
ORD58774,2021-12-14,Samsung Galaxy S22,Mobile,36468.4,3,109405.2,Cash
ORD81347,2021-12-14,iPhone 14,Mobile,34394.41,4,137577.64,Net Banking
ORD19965,2021-12-15,Asus ROG Phone 6,Mobile,89266.91,4,357067.64,Net Banking
ORD28490,2021-12-15,OnePlus 11,Mobile,29590.89,1,29590.89,Net Banking
ORD87112,2021-12-15,Google Pixel 7,Mobile,86014.42,2,172028.84,Net Banking
ORD28088,2021-12-15,OnePlus 11,Mobile,87867.83,2,175735.66,Cash
ORD81078,2021-12-16,Asus ROG Phone 6,Mobile,12530.72,2,25061.44,EMI
ORD97494,2021-12-16,OnePlus 11,Mobile,50775.4,1,50775.4,UPI
ORD19244,2021-12-16,Razer Blade 15,Laptop,50759.1,1,253795.5,Net Banking
ORD49501,2021-12-16,OnePlus 11,Mobile,65073.28,2,130146.56,EMI
ORD27139,2021-12-16,iPhone 14,Mobile,89244.38,1,446221.9,Cash
ORD73358,2021-12-16,Acer Aspire 5,Laptop,171791.71,2,343583.42,Net Banking
ORD37988,2021-12-16,Sony Headphones,Accessories,981.06,1,981.06,Cash
ORD87707,2021-12-17,HP Pavilion x360,Laptop,66907.39,1,334536.95,Credit Card
ORD71984,2021-12-17,Vivo X80,Mobile,89321.63,2,178643.26,UPI
ORD69043,2021-12-18,Samsung Galaxy S22,Mobile,85451.39,2,170902.78,EMI
ORD29760,2021-12-18,Logitech Mouse,Accessories,5783.86,2,11567.72,Net Banking
ORD83757,2021-12-18,JBL Bluetooth Speaker,Accessories,4088.27,3,12264.81,UPI
ORD85278,2021-12-18,Nokia X20,Mobile,62919.19,1,62919.19,UPI
ORD91551,2021-12-18,Acer Aspire 5,Laptop,52134.67,1,52134.67,Net Banking
ORD95203,2021-12-18,Motorola Edge 30,Mobile,73204.54,3,219613.62,UPI
ORD67854,2021-12-19,Microsoft Surface Laptop 4,Laptop,92855.56,2,185711.12,UPI
ORD50818,2021-12-19,OnePlus 11,Mobile,16118.06,2,32236.12,Net Banking
ORD10958,2021-12-19,Asus ZenBook 14,Laptop,77019.33,1,385096.65,Cash
ORD51758,2021-12-19,JBL Bluetooth Speaker,Accessories,424.74,1,2123.7,UPI
ORD12751,2021-12-19,Vivo X80,Mobile,36921.56,1,184607.8,Net Banking
ORD69939,2021-12-19,Google Pixel 7,Mobile,9284.82,1,46424.1,Net Banking
ORD41680,2021-12-19,Acer Aspire 5,Laptop,55771.98,3,167315.94,EMI
ORD50923,2021-12-19,Razer Blade 15,Laptop,186835.83,1,934179.15,Net Banking
ORD53912,2021-12-20,Razer Blade 15,Laptop,116032.96,1,116032.96,Net Banking
ORD77615,2021-12-20,Samsung Galaxy S22,Mobile,59211.18,2,118422.36,Net Banking
ORD67103,2021-12-20,Asus ROG Phone 6,Mobile,55632.24,1,55632.24,Cash
ORD51073,2021-12-20,Vivo X80,Mobile,32659.87,1,163299.35,Cash
ORD12282,2021-12-20,Nokia X20,Mobile,71672.91,1,358364.55,EMI
ORD56983,2021-12-20,Asus ROG Phone 6,Mobile,40082.52,1,40082.52,Net Banking
ORD05840,2021-12-21,MacBook Air M2,Laptop,183215.57,1,183215.57,Credit Card
ORD88759,2021-12-21,HP Pavilion x360,Laptop,85050.22,1,85050.22,UPI
ORD40867,2021-12-21,iPhone 14,Mobile,67258.82,4,269035.28,Credit Card
ORD66577,2021-12-22,MSI Modern 14,Laptop,76473.57,3,229420.71,Cash
ORD55917,2021-12-22,Asus ZenBook 14,Laptop,84233.71,2,168467.42,UPI
ORD24014,2021-12-22,Nokia X20,Mobile,30440.21,4,121760.84,Cash
ORD46179,2021-12-22,Samsung Galaxy S22,Mobile,77627.17,4,310508.68,Credit Card
ORD39387,2021-12-22,Asus ZenBook 14,Laptop,52090.85,1,52090.85,EMI
ORD37408,2021-12-22,Motorola Edge 30,Mobile,45611.04,2,91222.08,EMI
ORD57988,2021-12-22,Razer Blade 15,Laptop,184360.36,4,737441.44,EMI
ORD52896,2021-12-22,OnePlus 11,Mobile,86440.51,1,432202.55,Net Banking
ORD26795,2021-12-22,JBL Bluetooth Speaker,Accessories,3551.82,1,17759.1,Net Banking
ORD04161,2021-12-22,Asus ROG Phone 6,Mobile,33983.17,1,169915.85,UPI
ORD10205,2021-12-22,Vivo X80,Mobile,19600.24,1,98001.2,Net Banking
ORD65840,2021-12-22,OnePlus 11,Mobile,79726.46,3,239179.38,Credit Card
ORD24230,2021-12-23,MSI Modern 14,Laptop,47807.11,4,191228.44,EMI
ORD47041,2021-12-23,Samsung Galaxy S22,Mobile,9361.68,3,28085.04,EMI
ORD64624,2021-12-23,Xiaomi 12 Pro,Mobile,62746.28,1,62746.28,Cash
ORD02524,2021-12-23,Samsung Galaxy S22,Mobile,55278.75,4,221115,Net Banking
ORD64331,2021-12-23,Asus ROG Phone 6,Mobile,75728.48,3,227185.44,EMI
ORD07499,2021-12-23,HP Pavilion x360,Laptop,189808.87,4,759235.48,EMI
ORD35335,2021-12-24,iPhone 14,Mobile,24051.16,4,96204.64,Credit Card
ORD64544,2021-12-24,Acer Aspire 5,Laptop,31619.9,2,63239.8,EMI
ORD69590,2021-12-24,Realme GT Neo 3,Mobile,74441.02,2,148882.04,Net Banking
ORD15699,2021-12-24,Google Pixel 7,Mobile,70578.04,4,282312.16,Cash
ORD69439,2021-12-24,Lenovo ThinkPad X1,Laptop,116829.29,1,116829.29,Net Banking
ORD73902,2021-12-24,Asus ROG Phone 6,Mobile,63786.76,3,191360.28,Net Banking
ORD49071,2021-12-24,Nokia X20,Mobile,40497.47,2,80994.94,Net Banking
ORD47366,2021-12-25,OnePlus 11,Mobile,54453.2,1,272266,UPI
ORD62352,2021-12-25,Vivo X80,Mobile,18244.27,4,72977.08,Cash
ORD39049,2021-12-25,Lenovo ThinkPad X1,Laptop,140316.69,2,280633.38,UPI
ORD49164,2021-12-25,Vivo X80,Mobile,74493.61,2,148987.22,Cash
ORD65142,2021-12-26,Asus ROG Phone 6,Mobile,15852.55,2,31705.1,Net Banking
ORD22655,2021-12-26,MSI Modern 14,Laptop,139414.8,4,557659.2,Cash
ORD76520,2021-12-26,Nokia X20,Mobile,32255.27,1,161276.35,UPI
ORD49286,2021-12-26,Asus ROG Phone 6,Mobile,65044.3,4,260177.2,UPI
ORD80639,2021-12-26,iPhone 14,Mobile,75277.53,1,376387.65,Net Banking
ORD55308,2021-12-26,Samsung Galaxy S22,Mobile,55071.02,3,165213.06,Cash
ORD82794,2021-12-26,Google Pixel 7,Mobile,87387.58,1,436937.9,EMI
ORD16271,2021-12-26,OnePlus 11,Mobile,80848,1,80848,Net Banking
ORD50314,2021-12-26,iPhone 14,Mobile,44195.79,3,132587.37,EMI
ORD29164,2021-12-26,Samsung Galaxy S22,Mobile,43134.93,1,215674.65,Cash
ORD53840,2021-12-27,JBL Bluetooth Speaker,Accessories,2772.42,2,5544.84,UPI
ORD83750,2021-12-27,Google Pixel 7,Mobile,48236.72,1,241183.6,Net Banking
ORD28426,2021-12-27,Google Pixel 7,Mobile,54709.23,1,273546.15,Net Banking
ORD38393,2021-12-27,Motorola Edge 30,Mobile,87692.34,1,438461.7,Net Banking
ORD24267,2021-12-27,iPhone 14,Mobile,72755.12,4,291020.48,EMI
ORD10293,2021-12-27,JBL Bluetooth Speaker,Accessories,3538.9,2,7077.8,Net Banking
ORD44396,2021-12-28,Realme GT Neo 3,Mobile,71957.5,1,359787.5,Net Banking
ORD66026,2021-12-28,Vivo X80,Mobile,26576.02,4,106304.08,Cash
ORD12935,2021-12-28,Xiaomi 12 Pro,Mobile,26735.81,3,80207.43,Net Banking
ORD83786,2021-12-29,Realme GT Neo 3,Mobile,46115.37,3,138346.11,Credit Card
ORD19316,2021-12-29,HP Pavilion x360,Laptop,73636.51,4,294546.04,Cash
ORD98117,2021-12-29,Vivo X80,Mobile,18544.74,4,74178.96,EMI
ORD99740,2021-12-29,Xiaomi 12 Pro,Mobile,72190.59,1,360952.95,UPI
ORD96763,2021-12-29,Samsung Galaxy S22,Mobile,9517.26,3,28551.78,Cash
ORD91748,2021-12-29,Vivo X80,Mobile,26345.97,2,52691.94,UPI
ORD17523,2021-12-30,OnePlus 11,Mobile,26771.61,2,53543.22,EMI
ORD16326,2021-12-30,MacBook Air M2,Laptop,131522.1,1,131522.1,Net Banking
ORD76284,2021-12-30,Google Pixel 7,Mobile,23547.44,1,23547.44,UPI
ORD53588,2021-12-31,iPhone 14,Mobile,16682.35,4,66729.4,Cash
ORD01016,2021-12-31,Logitech Mouse,Accessories,988.77,2,1977.54,UPI
ORD27038,2021-12-31,OnePlus 11,Mobile,32448.22,1,32448.22,Net Banking
ORD35212,2021-12-31,Nokia X20,Mobile,55227.6,4,220910.4,Credit Card
